Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1182849473808125952,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Omar,oamazariegos,Sat Oct 12 02:44:25 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182849538249371648,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Bea ????,carmbea,Sat Oct 12 02:44:40 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182850148403240965,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",De Leon,_fan_delPin15,Sat Oct 12 02:47:06 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182851006805229568,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Ceci Hi ????,cecilpzhi,Sat Oct 12 02:50:30 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182851687012356097,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Vivi Navarijo,vivinavarijo,Sat Oct 12 02:53:13 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182851878943637509,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",@abonilla,abonill30570860,Sat Oct 12 02:53:58 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182851953765879808,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Miguelito,migueleo,Sat Oct 12 02:54:16 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182851986825326592,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Carlos Díaz,KeNnEtKdA,Sat Oct 12 02:54:24 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,Video,0,2,0
1182852077724340224,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Noel Orellana,NoelOrellana15,Sat Oct 12 02:54:46 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182852977813528576,"@el_Periodico Sí...seguro, es por eso que hay #TraficoGT .  De lo contrario estaría fluidito como siempre...¡llorones!",Julio Contreras,julio_ecs,Sat Oct 12 02:58:20 +0000 2019,3,0,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,1
1182854473582022656,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Gato Guerra ??? ????,betok6,Sat Oct 12 03:04:17 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182855825452339200,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Johana Gil,JoeCoolPink,Sat Oct 12 03:09:39 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182855881354072064,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Astrid Gonzalez,astridngm,Sat Oct 12 03:09:53 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182856900934864898,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Mirye SG,Mirye_SG,Sat Oct 12 03:13:56 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182860429934153728,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",EL SHERIFF,ElSheriffGt,Sat Oct 12 03:27:57 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182861208896049152,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Julio Vasquez,JulioVa36409389,Sat Oct 12 03:31:03 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182862426271862791,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",JuanChu1000,Juan_Chu1000,Sat Oct 12 03:35:53 +0000 2019,0,112,Spanish,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,Video,0,2,0
1182862961297149952,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Marina Chen-Sam,TezuciTTa,Sat Oct 12 03:38:01 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182863721829408768,"#TraficoGT | Brigada de @Provial atiende percance vial sobre kilómetro 32 de la ruta a El Salvador, camión cae a hondonada ocasionando solo daños materiales, se encuentra obstruido el carril derecho con dirección occidente. Precaución.

| #PeriodismoQueDaLaCara | https://t.co/YZAvBYdNbj",Lis R. SAre,lis_sare,Sat Oct 12 03:41:02 +0000 2019,0,1,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,0,2,1
1182864719998312449,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Curumakito,Curumakito,Sat Oct 12 03:45:00 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182865011854716929,"Tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes. Se paralizó el #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trébol.

vía @amilcarmontejo https://t.co/4dQi2QH7Hu",Lis R. SAre,lis_sare,Sat Oct 12 03:46:10 +0000 2019,0,1,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,1,1
1182866063136043009,"#FrenemosLosAccidentes | @EmixtraPablo reporta bus empotrado en un árbol, y atropella a una personas, en la 12 avenida calzada San Juan. #TráficoGT https://t.co/51l3MSITVE",Hugo Sabán,hlssinay,Sat Oct 12 03:50:20 +0000 2019,0,3,Spanish,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,Photo,0,2,1
1182868577722028032,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Kary Huertas,KaryHuertas,Sat Oct 12 04:00:20 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182868984091303936,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",AV.,Arelety15,Sat Oct 12 04:01:57 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182869277763866624,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Isaias Valdez,IsaisaV,Sat Oct 12 04:03:07 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182873553458343936,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Juan Galindo,JGalindo79,Sat Oct 12 04:20:06 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182879886224056320,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",MÁX XXXI,Max_XXI,Sat Oct 12 04:45:16 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182880339825438725,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Ever Cald,xsiglosysiglos,Sat Oct 12 04:47:04 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182881151968534530,"Por favor RT. Acaba de ser robado hace aproximadamente 1 hora, huyeron rumbo al periférico @amilcarmontejo @PMT_VILLANUEVA @PMTSCP @CiudadPmt @PMTSanLucasSac @DTransitoPNC @SantosDalia #TransitoGT #TraficoVN #TraficoGT @EmisorasUnidas https://t.co/C3Fej6DBxw",Sergio RosCo,sergio1982arm,Sat Oct 12 04:50:18 +0000 2019,2,2,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,Photo,0,3,8
1182882172484628480,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Gabriel,MVasquezus,Sat Oct 12 04:54:21 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182883729842278400,"¡Urgente, bloqueen #TransitoGT!

Es el requerimiento de Policía Nacional Civil, tras búsqueda de dos motoristas que supuestamente cometieron atraco minutos antes.

Pararon #TraficoGT de puente Tecún Umán y ha impactado zona 9, 10, 13 y 14 hacia El Trebol.

Revisan moto por moto. https://t.co/wGD1uSLBEz",Faisal Andaraus,FaisalAndaraus,Sat Oct 12 05:00:32 +0000 2019,0,112,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182885334595637248,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",Amilcar Montejo,amilcarmontejo,Sat Oct 12 05:06:55 +0000 2019,76,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,Video,0,2,0
1182885429005160450,"Por gente de mierda como vos es que no avanzamos. Todos haciendo su colita, y ahí va don mierda. 
#TraficoGT @amilcarmontejo https://t.co/9Ulv8Vt4Y3",Isabel,isabelvenus94,Sat Oct 12 05:07:17 +0000 2019,0,69,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,0,1,1
1182885638208663552,"Por favor RT. Acaba de ser robado hace aproximadamente 1 hora, huyeron rumbo al periférico @amilcarmontejo @PMT_VILLANUEVA @PMTSCP @CiudadPmt @PMTSanLucasSac @DTransitoPNC @SantosDalia #TransitoGT #TraficoVN #TraficoGT @EmisorasUnidas https://t.co/C3Fej6DBxw",José Sánchez,Carlo9112Jose,Sat Oct 12 05:08:07 +0000 2019,0,2,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,0,3,8
1182885980874969088,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",NELLY,Alkatra3136,Sat Oct 12 05:09:29 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182886971821170688,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",Lupita,Lupita_he,Sat Oct 12 05:13:25 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182887160065744896,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",Juan Carlos Donis,jcdonisa,Sat Oct 12 05:14:10 +0000 2019,0,35,Spanish,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,Video,0,2,0
1182894991171080192,"Mt.6:34: Así que, no os afanéis por el día de mañana, porque cada día traerá su afán Hasta mañana con mas información sobre el #traficogt. Que descansen.",NotiRumbos Guatemala,Notirumbosgt,Sat Oct 12 05:45:17 +0000 2019,0,0,Spanish,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Tweet,,0,1,0
1182896301018664960,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",Lic.José Arriaga ? ?  ??,jimybo,Sat Oct 12 05:50:29 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182896658457284609,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",claudia yadira,claudyadiraroma,Sat Oct 12 05:51:55 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,0,2,0
1182898554001604609,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",Lis R. SAre,lis_sare,Sat Oct 12 05:59:27 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
1182899205704167424,"Dos fallecidos.

Carro impacta contra árboles en 9 calle 7 avenida #TransitoGT zona 7, frente a Iglesia católica San José. 

Otro tripulante fue trasladado en estado grave a hospital.

Varios usuarios informa que iban a excesiva velocidad en #TraficoGT oriente. https://t.co/2NxmqbjkCO",William Poroj,WilliPoroj_gtv,Sat Oct 12 06:02:02 +0000 2019,0,35,Spanish,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,0,2,0
